event,object,subject,sentence,appears_in_article,appears_in_knowledge_graph,reference,revision,thread,bias_score,algorithm,analyst,timestamp
Fishing,Tuna Shelf,Harrington Inc,,False,True,Harrington Inc__0__0__Lomark Daily.txt,00,Harrington Inc_Lomark Daily,1.0,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Tuna Shelf,Harrington Inc,,False,True,Harrington Inc__0__0__Lomark Daily.txt,00,Harrington Inc_Lomark Daily,1.0,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Tuna Shelf,Harrington Inc,,False,True,Harrington Inc__0__0__Lomark Daily.txt,00,Harrington Inc_Lomark Daily,1.0,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Tuna Shelf,Harrington Inc,,False,True,Harrington Inc__0__0__Lomark Daily.txt,00,Harrington Inc_Lomark Daily,1.0,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Tuna Shelf,Harrington Inc,,False,True,Harrington Inc__0__0__Lomark Daily.txt,00,Harrington Inc_Lomark Daily,1.0,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Tuna Shelf,Harrington Inc,,False,True,Harrington Inc__0__0__Lomark Daily.txt,00,Harrington Inc_Lomark Daily,1.0,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Tuna Shelf,Harrington Inc,,False,True,Harrington Inc__0__0__Lomark Daily.txt,00,Harrington Inc_Lomark Daily,1.0,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Tuna Shelf,Harrington Inc,,False,True,Harrington Inc__0__0__Lomark Daily.txt,00,Harrington Inc_Lomark Daily,1.0,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Tuna Shelf,Harrington Inc,,False,True,Harrington Inc__0__0__Lomark Daily.txt,00,Harrington Inc_Lomark Daily,1.0,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing.SustainableFishing,Tuna Shelf,Harrington Inc,"Harrington Inc, a prominent player in the fishing industry, recently obtained certifications from the City of South Paackland and City of Centralia, allowing the company to conduct fishing operations in the Tuna Shelf and Cod Table areas using designated vessels.",True,True,Harrington Inc__0__0__The News Buoy.txt,00,Harrington Inc_The News Buoy,0.8888888888888888,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing.SustainableFishing,Cod Table,Harrington Inc,"Harrington Inc, a prominent player in the fishing industry, recently obtained certifications from the City of South Paackland and City of Centralia, allowing the company to conduct fishing operations in the Tuna Shelf and Cod Table areas using designated vessels.",True,True,Harrington Inc__0__0__The News Buoy.txt,00,Harrington Inc_The News Buoy,0.8888888888888888,BassLine,Kristin Baker,2035-02-07T07:00:00
Transaction,"Cooper, Wood and Smith",Harrington Inc,,False,True,Harrington Inc__0__0__The News Buoy.txt,00,Harrington Inc_The News Buoy,0.8888888888888888,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Cod Table,Harrington Inc,,False,True,Harrington Inc__0__0__The News Buoy.txt,00,Harrington Inc_The News Buoy,0.8888888888888888,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Cod Table,Harrington Inc,,False,True,Harrington Inc__0__0__The News Buoy.txt,00,Harrington Inc_The News Buoy,0.8888888888888888,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Cod Table,Harrington Inc,,False,True,Harrington Inc__0__0__The News Buoy.txt,00,Harrington Inc_The News Buoy,0.8888888888888888,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Cod Table,Harrington Inc,,False,True,Harrington Inc__0__0__The News Buoy.txt,00,Harrington Inc_The News Buoy,0.8888888888888888,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Cod Table,Harrington Inc,,False,True,Harrington Inc__0__0__The News Buoy.txt,00,Harrington Inc_The News Buoy,0.8888888888888888,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Cod Table,Harrington Inc,,False,True,Harrington Inc__0__0__The News Buoy.txt,00,Harrington Inc_The News Buoy,0.8888888888888888,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Cod Table,Harrington Inc,,False,True,Harrington Inc__0__0__The News Buoy.txt,00,Harrington Inc_The News Buoy,0.8888888888888888,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Cod Table,Harrington Inc,,False,True,Harrington Inc__0__0__The News Buoy.txt,00,Harrington Inc_The News Buoy,0.8888888888888888,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Cod Table,Harrington Inc,,False,True,Harrington Inc__0__0__The News Buoy.txt,00,Harrington Inc_The News Buoy,0.8888888888888888,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Tuna Shelf,Harrington Inc,,False,True,Harrington Inc__0__0__The News Buoy.txt,00,Harrington Inc_The News Buoy,0.8888888888888888,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Tuna Shelf,Harrington Inc,,False,True,Harrington Inc__0__0__The News Buoy.txt,00,Harrington Inc_The News Buoy,0.8888888888888888,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Tuna Shelf,Harrington Inc,,False,True,Harrington Inc__0__0__The News Buoy.txt,00,Harrington Inc_The News Buoy,0.8888888888888888,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Tuna Shelf,Harrington Inc,,False,True,Harrington Inc__0__0__The News Buoy.txt,00,Harrington Inc_The News Buoy,0.8888888888888888,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Tuna Shelf,Harrington Inc,,False,True,Harrington Inc__0__0__The News Buoy.txt,00,Harrington Inc_The News Buoy,0.8888888888888888,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Tuna Shelf,Harrington Inc,,False,True,Harrington Inc__0__0__The News Buoy.txt,00,Harrington Inc_The News Buoy,0.8888888888888888,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Cod Table,Harrington Inc,,False,True,Harrington Inc__0__1__Haacklee Herald.txt,01,Harrington Inc_Haacklee Herald,1.0,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Cod Table,Harrington Inc,,False,True,Harrington Inc__0__1__Haacklee Herald.txt,01,Harrington Inc_Haacklee Herald,1.0,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Cod Table,Harrington Inc,,False,True,Harrington Inc__0__1__Lomark Daily.txt,01,Harrington Inc_Lomark Daily,1.0,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Cod Table,Harrington Inc,,False,True,Harrington Inc__0__1__Lomark Daily.txt,01,Harrington Inc_Lomark Daily,1.0,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Tuna Shelf,Harrington Inc,,False,True,Harrington Inc__0__1__Lomark Daily.txt,01,Harrington Inc_Lomark Daily,1.0,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Cod Table,Harrington Inc,"They engaged in fishing activities at the Cod Table and Tuna Shelf, while also prioritizing sustainable practices in all three locations.",True,True,Harrington Inc__0__1__The News Buoy.txt,01,Harrington Inc_The News Buoy,0.0,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing,Tuna Shelf,Harrington Inc,"They engaged in fishing activities at the Cod Table and Tuna Shelf, while also prioritizing sustainable practices in all three locations.",True,True,Harrington Inc__0__1__The News Buoy.txt,01,Harrington Inc_The News Buoy,0.0,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing.SustainableFishing,Cod Table,Harrington Inc,"They engaged in fishing activities at the Cod Table and Tuna Shelf, while also prioritizing sustainable practices in all three locations.",True,True,Harrington Inc__0__1__The News Buoy.txt,01,Harrington Inc_The News Buoy,0.0,BassLine,Kristin Baker,2035-02-07T07:00:00
Fishing.SustainableFishing,Tuna Shelf,Harrington Inc,"They engaged in fishing activities at the Cod Table and Tuna Shelf, while also prioritizing sustainable practices in all three locations.",True,True,Harrington Inc__0__1__The News Buoy.txt,01,Harrington Inc_The News Buoy,0.0,BassLine,Kristin Baker,2035-02-07T07:00:00
Transaction,Myers-Alvarez,Evans-Pearson,"In addition to receiving accolades, Evans-Pearson engaged in several strategic transactions and collaborations, notably with companies like Myers-Alvarez and Wilcox-Nelson, aimed at enhancing their sustainability measures across operations.",True,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Tracking_System,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Tracking_System,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Tracking_System,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Tracking_System,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Tracking_System,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Tracking_System,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Tracking_System,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Transaction,"Glover, Moran and Johnson",Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Communication,Martinez-Le,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Transaction,"Phelps, Brown and Wallace",Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Applaud,Evans-Pearson,City Of Paackland,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Applaud,Evans-Pearson,City Of Centralia,,False,True,Evans-Pearson__0__0__Haacklee Herald.txt,00,Evans-Pearson_Haacklee Herald,0.9767441860465116,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Tracking_System,Evans-Pearson,"The company's investments in sustainable nets, tracking systems, and safety measures reflect its forward-thinking approach to business development, aligning with global efforts to preserve marine ecosystems and promote responsible fishing practices.",True,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing.SustainableFishing,Cod Table,Evans-Pearson,"City officials from Paackland and Centralia applauded Evans-Pearson's initiatives, with certificates issued to the company acknowledging its adherence to fishing regulations and sustainable practices in the Cod Table region.",True,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Tracking_System,Evans-Pearson,"The company's investments in sustainable nets, tracking systems, and safety measures reflect its forward-thinking approach to business development, aligning with global efforts to preserve marine ecosystems and promote responsible fishing practices.",True,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,Invested in commodity efficiency.,True,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,Conducted fishing activities (twice) at Cod Table.,True,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing.SustainableFishing,Cod Table,Evans-Pearson,Engaged in sustainable fishing practices at Cod Table.,True,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,Invested in commodity efficiency.,True,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,Conducted fishing activities (twice) at Cod Table.,True,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,Invested in commodity efficiency and marine sanctuary aid.,True,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,Invested in commodity efficiency.,True,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Tracking_System,Evans-Pearson,"Invested in commodity safety, sustainable nets, and tracking systems.",True,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,Conducted fishing activities at Cod Table.,True,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Transaction,Myers-Alvarez,Evans-Pearson,"Engaged in transactions with Valdez, Dalton and Cook, Brown, Clarke and Martinez, Graham-Andrews, and Myers-Alvarez.",True,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Tracking_System,Evans-Pearson,Invested in tracking systems and commodity safety.,True,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,Invested in commodity efficiency.,True,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,"On June 18, 2035, Evans-Pearson allocated resources towards commodity efficiency and safety investments, alongside aiding marine sanctuaries and engaging in conferences with industry peers like Greer-Holder.",True,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Tracking_System,Evans-Pearson,"Simultaneously, investments in sustainable nets, tracking systems, and continued engagement in conferences showcased the company's proactive approach towards environmental responsibility and technological advancement.",True,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,"As July progressed, Evans-Pearson's commitment remained unwavering, with further investments in commodity efficiency, aid to marine sanctuaries, and transactions emphasizing sustainable fishing practices.",True,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Applaud,Evans-Pearson,City Of Paackland,,False,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
CertificateIssued,Evans-Pearson,City Of Paackland,,False,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Applaud,Evans-Pearson,City Of Centralia,,False,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
CertificateIssued,Evans-Pearson,City Of Centralia,,False,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,0.18181818181818177,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Tracking_System,Evans-Pearson,"They invested in a bunch of cool stuff to catch more fish safely and efficiently, including tracking systems, sustainable nets, and commodity investments.",True,True,Evans-Pearson__0__0__The News Buoy.txt,00,Evans-Pearson_The News Buoy,0.75,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,"Evans-Pearson did a lot of fishing, especially at Cod Table.",True,True,Evans-Pearson__0__0__The News Buoy.txt,00,Evans-Pearson_The News Buoy,0.75,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing.SustainableFishing,Cod Table,Evans-Pearson,"They also did some sustainable fishing there, which helps the environment.",True,True,Evans-Pearson__0__0__The News Buoy.txt,00,Evans-Pearson_The News Buoy,0.75,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,,False,True,Evans-Pearson__0__0__The News Buoy.txt,00,Evans-Pearson_The News Buoy,0.75,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,,False,True,Evans-Pearson__0__0__The News Buoy.txt,00,Evans-Pearson_The News Buoy,0.75,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,,False,True,Evans-Pearson__0__0__The News Buoy.txt,00,Evans-Pearson_The News Buoy,0.75,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,,False,True,Evans-Pearson__0__0__The News Buoy.txt,00,Evans-Pearson_The News Buoy,0.75,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,,False,True,Evans-Pearson__0__0__The News Buoy.txt,00,Evans-Pearson_The News Buoy,0.75,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,,False,True,Evans-Pearson__0__0__The News Buoy.txt,00,Evans-Pearson_The News Buoy,0.75,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,,False,True,Evans-Pearson__0__0__The News Buoy.txt,00,Evans-Pearson_The News Buoy,0.75,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
CertificateIssued,Evans-Pearson,City Of Paackland,,False,True,Evans-Pearson__0__0__The News Buoy.txt,00,Evans-Pearson_The News Buoy,0.75,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
CertificateIssued,Evans-Pearson,City Of Centralia,,False,True,Evans-Pearson__0__0__The News Buoy.txt,00,Evans-Pearson_The News Buoy,0.75,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Tracking_System,Evans-Pearson,"Additionally, a $5,000 investment in tracking systems bolsters their efforts.",True,True,Evans-Pearson__0__1__Haacklee Herald.txt,01,Evans-Pearson_Haacklee Herald,0.8571428571428572,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__1__Haacklee Herald.txt,01,Evans-Pearson_Haacklee Herald,0.8571428571428572,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__1__Haacklee Herald.txt,01,Evans-Pearson_Haacklee Herald,0.8571428571428572,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__1__Haacklee Herald.txt,01,Evans-Pearson_Haacklee Herald,0.8571428571428572,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__1__Haacklee Herald.txt,01,Evans-Pearson_Haacklee Herald,0.8571428571428572,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__1__Haacklee Herald.txt,01,Evans-Pearson_Haacklee Herald,0.8571428571428572,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,,False,True,Evans-Pearson__0__1__Haacklee Herald.txt,01,Evans-Pearson_Haacklee Herald,0.8571428571428572,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Tracking_System,Evans-Pearson,Evans-Pearson has made waves in the fishing industry with its recent investments in sustainable nets and tracking systems.,True,True,Evans-Pearson__0__1__Lomark Daily.txt,01,Evans-Pearson_Lomark Daily,0.8,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
